name,rating,reviews,host_name,address,amenities,safety_rules,house_rules,price,guests,bedrooms,beds,bathrooms,check_in,check_out,country
Sunset Villa,,2.0,Chandan,"Kotdwar, Uttarakhand, India","Kitchen,Wifi,Free parking on premises,Shared patio or balcony,Private backyard – Fully fenced,Indoor fireplace,Refrigerator,Microwave,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","󹀁,Airbnb's COVID-19 safety practices apply,No carbon monoxide alarm,No smoke alarm,Show more,Show more,","Check-in: After 12:00 pm,Check out: 11:00 am",2054,3,1,1,5,After 12:00 pm,11:00 am,India
Clean+Modern+Traditional Indian Flat_ Near Taj,,,Gagandeep,"Agra, Uttar Pradesh, India","Kitchen,Wifi,Dedicated workspace,Free parking on premises,Pets allowed,TV,Washing machine,Air conditioning,Indoor fireplace,Security cameras on property","󹀁,Airbnb's COVID-19 safety practices apply,Security camera/recording device Show more,Carbon monoxide alarm,Smoke alarm,Show more,Show more,","Check-in: After 3:00 pm,Check out: 11:00 am,Pets are allowed,󱤇,Smoking is allowed",1200,12,4,4,4,After 3:00 pm,11:00 am,India
"1 room with free parkng near Har ki pauri,haridwar",,,Surya,"Haridwar, Uttarakhand, India","Kitchen,Wifi – 23 Mbps,Free parking on premises,TV,Air conditioning,Long-term stays allowed,Security cameras on property,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","󹀁,Airbnb's COVID-19 safety practices apply,󱠆,Carbon monoxide alarm not reported Show more,󱠆,Smoke alarm not reported Show more,Security camera/recording device Show more,Show more,Show more,","Check-in: After 1:00 pm,Check out: 12:00 pm",1643,2,1,1,,After 1:00 pm,12:00 pm,India
Kanha Homestay,4.91,11.0,Rajesh,"Agra, Uttar Pradesh, India","Wifi,Free parking on premises,TV with standard cable/satellite,Washing machine,Air conditioning,Luggage drop-off allowed,High chair,Hair dryer,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","󹀁,Airbnb's COVID-19 safety practices apply,󱠆,Carbon monoxide alarm not reported Show more,󱠆,Smoke alarm not reported Show more,Show more,Show more,","Check-in: After 11:00 am,Check out: 11:00 am,No smoking,No pets,No parties or events",1940,7,3,3,3,After 11:00 am,11:00 am,India
Cozy Home Stay 1,,,Alka,"Dehradun, Uttarakhand, India","Mountain view,Garden view,Kitchen,Wifi,Dedicated workspace,Free parking on premises,Pets allowed,Security cameras on property,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","󹀁,Airbnb's COVID-19 safety practices apply,No smoke alarm,Security camera/recording device Show more,󱠁,Carbon monoxide detector not required Show more,Show more,Show more,","Check-in: 12:00 pm - 9:00 pm,Check out: 11:00 am,Pets are allowed,󱤇,Smoking is allowed,Show more,Show more,",1711,2,1,1,,12:00 pm - 9:00 pm,11:00 am,India
Vardan Foundation : Home 4 Ayurveda & Yoga :),,,Alok,"Paliyal Gaon, Uttarakhand, India","Wifi,Free parking on premises,TV with standard cable/satellite,Air conditioning,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","󹀁,Airbnb's COVID-19 safety practices apply,No carbon monoxide alarm,No smoke alarm,Show more,Show more,","Check-in: 10:00 am - 10:00 pm,Check out: 11:00 am,Self check-in with building staff,No smoking,No pets,No parties or events",3424,2,1,1,,10:00 am - 10:00 pm,11:00 am,India
Cosy home at a stone's throw from Taj Mahal.,,2.0,Nirmaljit,"Agra, Uttar Pradesh, India","Kitchen,Wifi,Free parking on premises,TV with standard cable/satellite,Lift,Washing machine,Dryer,Air conditioning,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","󹀁,Airbnb's COVID-19 safety practices apply,No carbon monoxide alarm,No smoke alarm,Show more,Show more,","Check-in: After 10:00 am,Check out: 10:00 am,No smoking,No pets,No parties or events,Show more,Show more,",2282,4,2,2,2,After 10:00 am,10:00 am,India
Cozy Emerald Home - Room 2,,2.0,Ashish,"Agra, Uttar Pradesh, India","Kitchen,Wifi,Free parking on premises,TV,Lift,Air conditioning,Patio or balcony,Garden,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","󹀁,Airbnb's COVID-19 safety practices apply,No carbon monoxide alarm,No smoke alarm,Show more,Show more,","Check-in: 12:00 pm - 9:00 pm,Check out: 10:00 am,No pets,No parties or events,󱤇,Smoking is allowed,Show more,Show more,",1712,2,1,1,,12:00 pm - 9:00 pm,10:00 am,India
Chillville,,,Arvind,"Sumari, उत्तराखण्ड, India","Kitchen,Wifi,Free parking on premises,Pets allowed,TV,Washing machine,Dryer,Hair dryer,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","󹀁,Airbnb's COVID-19 safety practices apply,󱠆,Carbon monoxide alarm not reported Show more,󱠆,Smoke alarm not reported Show more,Show more,Show more,","Pets are allowed,󱤇,Smoking is allowed",2188,2,1,1,,,,India
Courtyard facing heritage room in old city,,,Naresh,"Jaipur, Rajasthan, India","Wifi,Free parking on premises,TV,Air conditioning,Hair dryer,Breakfast,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","󹀁,Airbnb's COVID-19 safety practices apply,󱠆,Carbon monoxide alarm not reported Show more,󱠆,Smoke alarm not reported Show more,Show more,Show more,","Check-in: 12:00 pm - 11:00 pm,Check out: 11:00 am,No smoking,No pets,Show more,Show more,",3195,2,1,1,1,12:00 pm - 11:00 pm,11:00 am,India
aMALA - Abode in the Clouds,,,Sanjay,"Jwarna, Uttarakhand, India","Kitchen,Wifi,Dedicated workspace,Free parking on premises,HDTV,Washing machine,Private patio or balcony,Security cameras on property,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","󹀁,Airbnb's COVID-19 safety practices apply,󱠆,Carbon monoxide alarm not reported Show more,󱠆,Smoke alarm not reported Show more,Security camera/recording device Show more,Show more,Show more,",Check-in: After 3:00 pm,22824,6,3,3,3,After 3:00 pm,,India
Hermitage: Long stay for meditation,,,Bhaskar,"Uttarakhand, India","Mountain view,River view,Free parking on premises,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","󹀁,Airbnb's COVID-19 safety practices apply,󱠆,Carbon monoxide alarm not reported Show more,󱠆,Smoke alarm not reported Show more,Show more,Show more,","Check-in: After 12:00 pm,Check out: 12:00 pm,No smoking,No pets,No parties or events",2718,3,1,1,,After 12:00 pm,12:00 pm,India
Stay in Peaceful Environment with an Indian Family,,1.0,Wing Commander Raj Kumar,"Jaipur, Rajasthan, India","Mountain view,Kitchen,Fast wifi – 105 Mbps,Dedicated workspace,Free parking on premises,TV with standard cable/satellite,AC – split-type ductless system,Security cameras on property,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","󹀁,Airbnb's COVID-19 safety practices apply,No carbon monoxide alarm,No smoke alarm,Security camera/recording device Show more,Show more,Show more,","Check-in: 12:00 pm - 10:00 pm,Check out: 11:00 am,No pets,No parties or events,󱤇,Smoking is allowed,Show more,Show more,",1507,2,1,1,,12:00 pm - 10:00 pm,11:00 am,India
Park facing cheerful 2-bedroom residential home.,,,Sanjeev,"Bharatpur, Rajasthan, India","Garden view,Wifi,Dedicated workspace,Free parking on premises,TV,Air conditioning,Private backyard – Fully fenced,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","󹀁,Airbnb's COVID-19 safety practices apply,󱠆,Carbon monoxide alarm not reported Show more,󱠆,Smoke alarm not reported Show more,Show more,Show more,","Check-in: After 12:00 pm,Check out: 11:00 am,No smoking,No pets,No parties or events,Show more,Show more,",2282,4,2,2,5,After 12:00 pm,11:00 am,India
A Northern Pinnacles Property for Family,,,Rana,"Sodasaroli, Uttarakhand, India","Mountain view,Wifi,Dedicated workspace,Free on-street parking,TV,Air conditioning,Bath,Security cameras on property,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","󹀁,Airbnb's COVID-19 safety practices apply,No smoke alarm,Security camera/recording device Show more,Nearby lake, river, other body of water,󱠁,Carbon monoxide detector not required Show more,Show more,Show more,","Check-in: 11:00 am - 8:00 pm,Check out: 10:00 am,Not suitable for children (2-12 years),No smoking,No pets,No parties or events,Show more,Show more,",2853,4,1,1,,11:00 am - 8:00 pm,10:00 am,India
Kutumbh Ekam Holiday room in the nature's nest,4.95,20.0,Gandharva,"Dehradun, Uttarakhand, India","Garden view,Kitchen,Wifi,Dedicated workspace,Free parking on premises,Pets allowed,32"" HDTV with Amazon Prime Video,Security cameras on property,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","󹀁,Airbnb's COVID-19 safety practices apply,No carbon monoxide alarm,No smoke alarm,Security camera/recording device Show more,Show more,Show more,","Check-in: After 12:00 pm,Check out: 11:00 am,Pets are allowed,󱤇,Smoking is allowed",1500,2,1,1,5,After 12:00 pm,11:00 am,India
Shiv Shakti Yogpeeth,,1.0,Ram,"Rishikesh, Uttarakhand, India","Garden view,Mountain view,Kitchen,Fast wifi – 51 Mbps,Dedicated workspace,Free parking on premises,Shared pool,Pets allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","󹀁,Airbnb's COVID-19 safety practices apply,󱠆,Carbon monoxide alarm not reported Show more,󱠆,Smoke alarm not reported Show more,Show more,Show more,","Check-in: After 3:00 pm,No smoking,Pets are allowed,Show more,Show more,",3081,2,3,3,,After 3:00 pm,,India
The Riverwalk A1,5.0,5.0,Saurav,"Marchula, Uttarakhand, India","Park view,River view,Waterfront,Kitchen,Wifi,Dedicated workspace,Free parking on premises,Security cameras on property,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","󹀁,Airbnb's COVID-19 safety practices apply,󱠆,Carbon monoxide alarm not reported Show more,󱠆,Smoke alarm not reported Show more,Security camera/recording device Show more,Show more,Show more,","Check-in: 2:00 pm - 8:00 pm,Check out: 11:00 am,No smoking,No pets,No parties or events",5934,3,1,1,,2:00 pm - 8:00 pm,11:00 am,India
"Vanantra Resort (Deluxe), Rajaji National Park",,2.0,Swati,"Ganga Bhogpur Talla, Uttarakhand, India","Canal view,Waterfront,Kitchen,Wifi,Dedicated workspace,Free parking on premises,Shared pool,Pets allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","󹀁,Airbnb's COVID-19 safety practices apply,󱠆,Carbon monoxide alarm not reported Show more,󱠆,Smoke alarm not reported Show more,Pool/hot tub without a gate or lock,Nearby lake, river, other body of water,Show more,Show more,","Check-in: 12:00 pm - 2:00 pm,Check out: 10:00 am,Self check-in with lockbox,Pets are allowed,󱤇,Smoking is allowed",4576,16,6,6,7,12:00 pm - 2:00 pm,10:00 am,India
Private room in Villa,4.85,62.0,Sarvesh,"Rishikesh, Uttarakhand, India","Garden view,Mountain view,Wifi,Dedicated workspace,Patio or balcony,Garden,Luggage drop-off allowed,Breakfast,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","󹀁,Airbnb's COVID-19 safety practices apply,No smoke alarm,󱠁,Carbon monoxide detector not required Show more,Show more,Show more,","Check-in: Flexible,Check out: 12:00 pm,No pets,󱤇,Smoking is allowed",970,2,1,1,,Flexible,12:00 pm,India
"Mrig Valley Resort, Homestay & Banquet",,,Narender,"Tehri, Uttarakhand, India","Mountain view,Park view,Wifi,Dedicated workspace,Free parking on premises,Pets allowed,32"" HDTV with Fire TV, Amazon Prime Video, Netflix,Security cameras on property,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","󹀁,Airbnb's COVID-19 safety practices apply,󱠆,Carbon monoxide alarm not reported Show more,󱠆,Smoke alarm not reported Show more,Security camera/recording device Show more,Show more,Show more,","Check-in: After 12:00 pm,Check out: 11:00 am,Self check-in with lockbox,No smoking,Pets are allowed",2500,16,6,6,6,After 12:00 pm,11:00 am,India
"Clean, Spacious & Private Room",4.72,65.0,Sonu,"Rishikesh, Uttarakhand, India","Wifi,Free parking on premises,Smoking allowed,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","󹀁,Airbnb's COVID-19 safety practices apply,󱠆,Carbon monoxide alarm not reported Show more,󱠆,Smoke alarm not reported Show more,Show more,Show more,","Check-in: After 2:00 pm,Check out: 11:00 am,󱤇,Smoking is allowed",936,2,1,1,1,After 2:00 pm,11:00 am,India
Homely stay in beautiful valley of Dehradun,4.75,4.0,Ashwani,"Naugaon, Uttarakhand, India","Mountain view,Valley view,Kitchen,Wifi,Dedicated workspace,Free parking on premises,TV,Security cameras on property,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","󹀁,Airbnb's COVID-19 safety practices apply,󱠆,Carbon monoxide alarm not reported Show more,󱠆,Smoke alarm not reported Show more,Security camera/recording device Show more,Show more,Show more,","Check-in: After 8:00 am,Self check-in with lockbox,No smoking,No pets,No parties or events",2281,2,1,1,,After 8:00 am,,India
Live near The Taj Mahal,4.96,50.0,Beena,"Agra, Uttar Pradesh, India","Kitchen,Wifi,Free parking on premises,TV,Washing machine,Dryer,Air conditioning,Hair dryer,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","󹀁,Airbnb's COVID-19 safety practices apply,󱠆,Carbon monoxide alarm not reported Show more,󱠆,Smoke alarm not reported Show more,Show more,Show more,","Check-in: After 2:00 pm,Check out: 11:00 am,No smoking,No pets,No parties or events,Show more,Show more,",2799,2,1,1,,After 2:00 pm,11:00 am,India
Up & Up Homestay room 2,5.0,13.0,Karanvir,"Dehradun, Uttarakhand, India","Kitchen,Wifi,Dedicated workspace,Free parking on premises,Private hot tub,Washing machine,Breakfast,Gym,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","󹀁,Airbnb's COVID-19 safety practices apply,󱠆,Carbon monoxide alarm not reported Show more,󱠆,Smoke alarm not reported Show more,Show more,Show more,","Check-in: Flexible,󱤇,Smoking is allowed,Show more,Show more,",1141,2,1,1,,Flexible,,India
2-room GVC 116 New Gudauri,4.71,7.0,Yury,"Gudauri, Mtskheta-Mtianeti, Georgia","Mountain view,Ski-in/Ski-out,Kitchen,Wifi,Dedicated workspace,Free parking on premises,Shared indoor pool – heated,Shared hot tub,Security cameras on property,Unavailable: Carbon monoxide alarmCarbon monoxide alarm","󹀁,Airbnb's COVID-19 safety practices apply,Security camera/recording device Show more,Climbing or play structure,󱠁,Carbon monoxide detector not required Show more,Smoke alarm,Show more,Show more,","Check-in: After 2:00 pm,Check out: 11:00 am,No smoking,No parties or events,Pets are allowed",4420,6,1,1,1,After 2:00 pm,11:00 am,Georgia
koka's apartment in redco loft 2,5.0,33.0,Koka,"Gudauri, Georgia","Ski-in/Ski-out,Kitchen,Wifi,Free parking on premises,Pets allowed,TV with standard cable/satellite,Washing machine,Air conditioning,Security cameras on property,Unavailable: Carbon monoxide alarmCarbon monoxide alarm","󹀁,Airbnb's COVID-19 safety practices apply,No carbon monoxide alarm,Security camera/recording device Show more,Smoke alarm,Show more,Show more,","Check-in: 2:00 pm - 2:00 am,Check out: 11:00 am,Self check-in with building staff,No smoking,No parties or events,Pets are allowed",7296,6,1,1,1,2:00 pm - 2:00 am,11:00 am,Georgia
"New Gudauri, Enjoy Gudauri, Loft 2, apt 131",4.9,20.0,Nodari,"Gudauri, Georgia","Ski-in/Ski-out,Kitchen,Wifi,Free parking on premises,TV with standard cable/satellite,Lift,Washing machine,Air conditioning,Hair dryer,Security cameras on property","󹀁,Airbnb's COVID-19 safety practices apply,Security camera/recording device Show more,Nearby lake, river, other body of water,Climbing or play structure,Carbon monoxide alarm,Show more,Show more,","Check-in: After 2:00 pm,Check out: 12:00 pm,Self check-in with building staff,No smoking,No pets,No parties or events",3255,3,1,1,1,After 2:00 pm,12:00 pm,Georgia
"New Gudauri, #Red Co# loft2 , Apartment #211#",5.0,22.0,Levan,"Gudauri, Georgia","Ski-in/Ski-out,Wifi,Free parking on premises,TV,Lift,Garden,Hair dryer,Refrigerator,Long-term stays allowed","󹀁,Airbnb's COVID-19 safety practices apply,Carbon monoxide alarm,Smoke alarm,Show more,Show more,","Check-in: 2:00 pm - 4:00 pm,Check out: 12:00 pm,Self check-in with building staff,No smoking,No pets,No parties or events",3580,3,,1,1,2:00 pm - 4:00 pm,12:00 pm,Georgia
Comfortable Apartment in New Gudauri Loft 1,4.81,16.0,Giorgi,"Gudauri, Georgia","Ski-in/Ski-out,Kitchen,Wifi,Free parking on premises,TV with standard cable/satellite,Lift,Washing machine,Shared patio or balcony,Hair dryer,Refrigerator","󹀁,Airbnb's COVID-19 safety practices apply,Carbon monoxide alarm,Smoke alarm,Show more,Show more,","Check-in: After 2:00 pm,Check out: 12:00 pm,No smoking,No pets,No parties or events",7296,4,1,1,1,After 2:00 pm,12:00 pm,Georgia
Maisako's New Gudauri Apartment,4.9,11.0,Giorgi,"Gudauri, Georgia","Mountain view,Kitchen,Wifi,Free parking on premises,Pets allowed,TV with standard cable/satellite,Lift,Hair dryer,Refrigerator,Microwave","󹀁,Airbnb's COVID-19 safety practices apply,Carbon monoxide alarm,Smoke alarm,Show more,Show more,","Check-in: 1:00 pm - 3:00 pm,Check out: 12:00 pm,Self check-in with building staff,No smoking,No parties or events,Pets are allowed",3838,4,,2,1,1:00 pm - 3:00 pm,12:00 pm,Georgia
